,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
387,havelock,1,US,1584401254,62,34.88,-76.9,61.0,11.41
388,malmyzh,0,RU,1584401459,82,56.52,50.68,23.22,10.8
389,bafq,18,IR,1584401459,38,31.61,55.41,60.22,6.96
390,lavrentiya,100,RU,1584401459,93,65.58,-171.0,28.15,4.99
391,sinnamary,70,GF,1584401459,78,5.38,-52.95,80.17,15.7
392,oktyabrskiy,100,RU,1584401459,91,54.48,53.47,26.64,10.09
393,leningradskiy,100,RU,1584401460,77,69.38,178.42,24.6,10.85
394,ust-charyshskaya pristan,99,RU,1584401460,94,52.39,83.66,26.1,2.42
395,sioux lookout,1,CA,1584401302,45,50.1,-91.92,26.6,17.22
396,narsaq,1,GL,1584401460,78,60.92,-46.05,1.33,1.83
397,padang,76,ID,1584401460,90,-0.95,100.35,69.94,5.75
398,meulaboh,77,ID,1584401460,79,4.14,96.13,80.55,5.75
399,kedougou,54,SN,1584401460,12,12.56,-12.17,78.19,3.13
400,laguna,90,US,1584401460,75,38.42,-121.42,52.0,5.64
401,gemena,40,CD,1584401460,79,3.25,19.77,73.99,2.59
402,ubinskoye,83,RU,1584401460,91,55.31,79.68,16.11,1.41
403,petropavlovsk-kamchatskiy,20,RU,1584401435,45,53.05,158.65,26.6,15.66
404,iznoski,100,RU,1584401461,62,54.99,35.31,32.61,9.44
405,nanortalik,0,GL,1584401461,58,60.14,-45.24,19.0,39.93
406,cap-aux-meules,5,CA,1584401461,72,47.38,-61.86,14.0,4.7
407,ushtobe,100,KZ,1584401461,38,45.25,77.98,48.58,7.52
408,altay,80,CN,1584401461,41,47.87,88.12,28.45,6.4
409,prince george,1,CA,1584401184,37,53.92,-122.75,33.8,4.7
410,puri,20,IN,1584401461,88,19.8,85.85,77.0,2.28
411,taoudenni,35,ML,1584401461,12,22.68,-3.98,71.56,7.36
412,cortez,1,US,1584401324,17,37.35,-108.59,62.6,10.29
413,rocha,0,UY,1584401195,82,-34.48,-54.33,57.04,6.06
414,okha,96,RU,1584401461,91,53.57,142.95,13.1,6.98
415,vagur,46,FO,1584401461,64,61.47,-6.81,42.75,35.01
416,ciudad bolivar,73,VE,1584401462,48,8.12,-63.55,85.91,10.98
417,carnarvon,67,AU,1584401462,83,-24.87,113.63,73.4,12.75
418,chegutu,93,ZW,1584401462,76,-18.13,30.14,65.95,6.73
419,sheltozero,18,RU,1584401462,71,61.37,35.37,29.14,15.48
420,iaciara,87,BR,1584401462,91,-14.1,-46.63,71.08,2.3
421,lamu,100,KE,1584401462,81,-2.27,40.9,83.44,14.38
422,chicama,75,PE,1584401462,83,-7.84,-79.15,75.2,10.29
423,campoverde,75,PE,1584401231,100,-8.48,-74.81,35.6,4.7
424,raudeberg,100,NO,1584401462,80,61.99,5.14,43.0,29.97
425,fairbanks,90,US,1584401376,80,64.84,-147.72,32.0,6.93
426,olkhovka,28,RU,1584401462,85,53.21,60.61,21.69,14.94
427,san carlos,100,VE,1584401462,40,9.66,-68.58,81.61,7.78
428,fort nelson,75,CA,1584401463,47,58.81,-122.7,33.8,2.46
429,durant,90,US,1584401463,93,33.99,-96.37,62.01,4.7
430,ust-maya,96,RU,1584401463,94,60.42,134.53,2.82,3.27
431,mitu,100,CO,1584401341,96,1.2,-70.17,74.95,2.15
432,ambatofinandrahana,12,MG,1584401463,97,-20.55,46.8,58.41,0.96
433,port stanley,75,FK,1584401200,87,-51.7,-57.85,53.6,17.22
434,boshnyakovo,64,RU,1584401463,74,49.63,142.17,23.04,8.16
435,nhulunbuy,0,AU,1584401463,66,-12.23,136.77,84.2,9.82
436,tornio,94,FI,1584401463,74,65.85,24.15,28.4,10.29
437,airai,43,TL,1584401463,67,-8.93,125.41,74.07,2.48
438,charters towers,30,AU,1584401463,54,-20.1,146.27,79.43,12.08
439,orasu nou,83,RO,1584401464,55,47.83,23.28,35.6,2.24
440,maumere,18,ID,1584401464,70,-8.62,122.21,81.21,3.06
441,novoagansk,6,RU,1584401464,88,61.94,76.66,-0.81,13.38
442,pantabangan,34,PH,1584401464,72,15.81,121.14,71.4,6.04
443,la crosse,90,US,1584401464,84,43.8,-91.24,39.99,8.05
444,zyryanka,86,RU,1584401464,91,65.75,150.85,-8.23,8.19
445,chuchkovo,93,RU,1584401464,64,54.27,41.45,31.62,11.86
446,katsuura,20,JP,1584401464,41,35.13,140.3,48.0,5.82
447,morro bay,90,US,1584401464,87,35.37,-120.85,50.0,9.17
448,aviles,48,ES,1584401465,81,43.55,-5.92,51.01,2.08
449,kolosovka,100,RU,1584401465,90,56.47,73.61,22.12,8.7
450,energetik,45,RU,1584401465,81,51.74,58.79,23.56,9.91
451,kijang,67,KR,1584401465,56,35.24,129.21,42.8,2.24
452,haines junction,100,CA,1584401465,84,60.75,-137.51,26.74,5.99
453,waitati,98,NZ,1584401465,62,-45.75,170.57,50.13,7.78
454,balabac,34,PH,1584401465,69,7.99,117.06,81.39,14.45
455,bogashevo,20,RU,1584401465,79,56.37,85.14,28.99,6.71
456,mirnyy,63,RU,1584401465,92,62.54,113.96,21.2,4.47
457,cesvaine,100,LV,1584401465,96,56.97,26.32,36.41,6.24
458,tevriz,100,RU,1584401466,90,57.51,72.4,22.68,6.38
459,kanniyakumari,94,IN,1584401466,81,8.08,77.57,81.34,21.72
460,san-pedro,98,CI,1584401466,80,4.75,-6.64,82.85,14.81
461,burnie,89,AU,1584401456,72,-41.07,145.92,63.0,5.01
462,faruka,0,PK,1584401466,51,31.89,72.41,60.08,2.42
463,bell ville,61,AR,1584401466,75,-32.63,-62.69,73.99,1.99
464,davila,75,PH,1584401466,78,18.47,120.58,71.6,3.36
465,gazli,85,UZ,1584401466,46,40.13,63.45,61.56,6.87
466,merauke,41,ID,1584401466,63,-8.47,140.33,85.77,5.06
467,okhotsk,6,RU,1584401466,64,59.38,143.3,4.3,14.27
468,zhangjiakou,0,CN,1584401467,47,40.81,114.88,32.34,10.8
469,fez,75,MA,1584401467,70,34.04,-5.0,48.2,5.82
470,chiredzi,46,ZW,1584401467,92,-21.05,31.67,69.48,11.79
471,sola,100,VU,1584401467,75,-13.88,167.55,85.15,17.83
472,bosaso,1,SO,1584401467,85,11.28,49.18,78.17,9.26
473,sao filipe,39,CV,1584401467,78,14.9,-24.5,68.68,20.69
474,tezu,7,IN,1584401467,46,27.92,96.17,59.18,3.04
475,sepuka,100,TZ,1584401467,94,-4.75,34.53,63.86,2.77
476,camacha,40,PT,1584401467,54,33.08,-16.33,60.8,13.87
477,chany,95,RU,1584401467,89,55.31,76.76,18.97,5.57
478,tatawin,72,TN,1584401467,82,32.93,10.45,57.2,5.82
479,jasidih,50,IN,1584401467,43,24.52,86.65,67.57,4.27
480,caravelas,100,BR,1584401468,81,-17.71,-39.25,80.82,6.8
481,kununurra,0,AU,1584401433,83,-15.77,128.73,80.6,3.36
482,nizwa,0,OM,1584401468,69,22.93,57.53,59.79,1.68
483,padre bernardo,0,BR,1584401468,85,-15.35,-48.5,69.89,2.48
484,basse,9,DE,1584401468,87,52.55,9.51,46.99,1.12
485,san juan,0,AR,1584401468,51,-31.54,-68.54,76.42,8.46
486,acari,99,PE,1584401468,91,-15.43,-74.62,66.42,2.66
487,westport,90,US,1584401438,64,41.14,-73.36,42.01,10.29
488,yar-sale,100,RU,1584401468,92,66.83,70.83,19.09,14.74
489,puerto escondido,20,MX,1584401468,74,15.85,-97.07,86.0,6.93
490,havoysund,75,NO,1584401469,92,71.0,24.66,23.0,51.67
491,sainte-rose,20,GP,1584401469,65,16.33,-61.7,77.0,4.7
492,bambous virieux,75,MU,1584401469,88,-20.34,57.76,77.0,10.29
493,valparaiso,18,CL,1584401469,82,-33.04,-71.63,60.8,5.82
494,arcata,90,US,1584401469,61,40.87,-124.08,52.0,12.75
495,brownfield,90,US,1584401469,77,33.18,-102.27,64.99,10.16
496,santa lucia,75,ES,1584401469,67,27.91,-15.54,64.0,25.28
497,fare,20,PF,1584401469,70,-16.7,-151.02,83.34,6.87
498,visby,0,SE,1584401469,92,57.64,18.3,30.99,3.36
499,kitimat,75,CA,1584401469,39,54.05,-128.65,44.6,6.93
500,kaeo,100,NZ,1584401470,80,-35.1,173.78,64.0,17.0
501,jiazi,91,CN,1584401470,69,22.88,116.07,65.68,5.01
502,lake city,1,US,1584401470,68,30.19,-82.64,78.01,9.17
503,lumby,1,CA,1584401470,27,50.25,-118.97,41.0,9.17
504,casma,90,CL,1584401470,87,-41.01,-73.12,60.8,5.82
505,puerto colombia,40,CO,1584401470,83,10.99,-74.95,78.8,23.04
506,kewanee,90,US,1584401470,93,41.25,-89.92,39.99,5.82
507,tutoia,100,BR,1584401470,96,-2.76,-42.27,73.81,4.32
508,iranshahr,0,IR,1584401471,45,27.2,60.68,65.05,0.74
509,katangli,34,RU,1584401471,85,51.71,143.23,18.57,7.09
510,viedma,66,AR,1584401471,37,-40.81,-63.0,71.11,15.64
511,prainha,0,BR,1584401471,71,-1.8,-53.48,79.83,4.45
512,ponta delgada,20,PT,1584401471,82,37.73,-25.67,57.2,3.36
513,panuco,40,MX,1584401471,74,22.05,-98.17,80.01,6.93
514,hervey bay,38,AU,1584401471,53,-25.3,152.85,75.2,17.22
515,san patricio,20,MX,1584401471,70,19.22,-104.7,84.2,11.41
516,sitka,90,US,1584401471,86,57.05,-135.33,39.2,9.17
517,la roche-sur-yon,90,FR,1584401471,93,46.67,-1.43,50.0,9.17
518,awjilah,0,LY,1584401472,39,29.11,21.29,65.43,11.23
519,dingle,0,PH,1584401472,74,11.0,122.67,77.2,9.98
520,belaya gora,0,RU,1584401472,93,68.53,146.42,-12.59,2.08
521,mount gambier,58,AU,1584401472,51,-37.83,140.77,62.6,11.41
522,freeport,90,US,1584401472,65,40.66,-73.58,42.01,6.93
523,byron bay,75,AU,1584401472,68,-28.65,153.62,75.99,13.87
524,aberdeen,75,GB,1584401379,75,57.14,-2.1,46.99,13.87
525,japura,9,ID,1584401472,96,-0.32,102.35,74.53,0.49
526,mogoytuy,59,RU,1584401472,86,51.28,114.92,22.1,4.12
527,alghero,89,IT,1584401472,92,40.56,8.32,46.36,4.38
528,ryde,13,GB,1584401473,86,50.73,-1.16,44.01,4.7
529,bukama,99,CD,1584401473,97,-9.2,25.85,69.51,1.79
530,sturgis,90,US,1584401473,93,41.8,-85.42,39.0,3.36
531,dubti,56,ET,1584401473,65,11.74,41.09,79.66,8.46
532,luwero,65,UG,1584401473,94,0.85,32.47,66.9,2.13
533,warrington,20,GB,1584401473,81,53.39,-2.58,48.99,16.11
534,nishihara,40,JP,1584401473,63,26.18,127.76,60.8,4.7
535,muroto,75,JP,1584401473,60,33.28,134.15,42.8,9.17
536,kampene,100,CD,1584401473,98,-3.6,26.67,69.35,0.96
537,muskegon,90,US,1584401455,94,43.3,-86.13,37.99,9.17
538,havre-saint-pierre,1,CA,1584401474,66,50.23,-63.6,10.4,5.82
539,nuuk,0,GL,1584401413,59,64.18,-51.72,3.2,16.11
540,pingliang,55,CN,1584401474,32,35.54,106.69,36.07,4.52
541,thinadhoo,21,MV,1584401474,72,0.53,72.93,83.98,9.57
542,omboue,100,GA,1584401474,93,-1.57,9.26,76.53,3.04
543,hay river,75,CA,1584401474,64,60.82,-115.8,-2.2,11.41
544,bilma,83,NE,1584401474,6,18.69,12.92,72.88,8.81
545,mbuji-mayi,93,CD,1584401474,91,-6.15,23.6,71.42,1.88
546,gamba,100,GA,1584401474,93,-2.65,10.0,76.42,5.77
547,birin,66,NP,1584401474,60,26.89,88.07,46.98,4.88
548,lanxi,100,CN,1584401474,85,29.22,119.48,55.29,2.75
549,quatre cocos,75,MU,1584401475,88,-20.21,57.76,77.0,10.29
550,te anau,0,NZ,1584401475,62,-45.42,167.72,46.2,3.91
551,norheimsund,75,NO,1584401475,86,60.37,6.15,41.0,36.91
552,araguacu,38,BR,1584401475,91,-12.93,-49.83,73.56,0.56
553,dauphin,1,CA,1584401475,62,51.15,-100.05,23.0,28.86
554,sindou,100,BF,1584401475,52,10.67,-5.17,81.23,2.42
555,naze,75,JP,1584401475,62,28.37,129.48,59.0,3.36
556,port hueneme,75,US,1584401475,87,34.15,-119.2,53.6,11.41
557,taga,64,RO,1584401476,68,46.95,24.05,32.0,1.97
558,beloha,76,MG,1584401476,96,-25.17,45.05,69.17,8.66
